id	category	name	description	contributor_name	contributor_github_name	contributor_orcid	collection	concerns_data_topic	purpose_detail	is_open	requires_registration	url	formal_specification	used_in_bridge2ai	responsible_organization	has_application_json	has_application_name	has_application_id	has_application_references	has_application_description	has_application_category	has_application_used_in_bridge2ai	publication	related_to	has_training_resource	has_relevant_data_substrate	has_relevant_organization	subclass_of	contribution_date
B2AI_STANDARD:112	B2AI_STANDARD:BiomedicalStandard	Common Rule	Federal Policy for the Protection of Human Subjects	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[policy]	[B2AI_TOPIC:5]	The Federal Policy for the Protection of Human Subjects or the “Common Rule” was published in 1991 and codified in separate regulations by 15 Federal departments and agencies, as listed below. The HHS regulations, 45 CFR part 46, include four subparts - subpart A, also known as the Federal Policy or the “Common Rule”; subpart B, additional protections for pregnant women, human fetuses, and neonates; subpart C, additional protections for prisoners; and subpart D, additional protections for children. Each agency includes in its chapter of the Code of Federal Regulations [CFR] section numbers and language that are identical to those of the HHS codification at 45 CFR part 46, subpart A. For all participating departments and agencies the Common Rule outlines the basic provisions for IRBs, informed consent, and Assurances of Compliance. Human subject research conducted or supported by each federal department/agency is governed by the regulations of that department/agency.	True	False	https://www.hhs.gov/ohrp/regulations-and-policy/regulations/common-rule/index.html		True													[B2AI_ORG:39]		
B2AI_STANDARD:113	B2AI_STANDARD:BiomedicalStandard	CDMH	FHIR Common Data Models Harmonization	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:4]	The Common Data Models Harmonization (CDMH) FHIR Implementation Guide (IG) will focus on mapping and translating observational data extracted for Patient Centered Outcome Research (PCOR) and other purposes into FHIR format. Data is extracted from the different networks each of which may use a different data model for their data representation. The project focuses on the Common Data Models (CDMs) from the following four networks:Patient Centered Outcome Research Network (PCORNet), Informatics for Integrating Biology and Bedside (i2b2) Accrual to Clinical Trials (ACT), also known as i2b2/ACT., Observational Medical Outcomes Partnership (OMOP), and Food and Drug Administration’s Sentinel	True	False	https://build.fhir.org/ig/HL7/cdmh/	https://build.fhir.org/ig/HL7/cdmh/profiles.html		[B2AI_ORG:40]									[B2AI_STANDARD:109]	[B2AI_STANDARD:845|B2AI_STANDARD:846|B2AI_STANDARD:847|B2AI_STANDARD:850]				
B2AI_STANDARD:114	B2AI_STANDARD:BiomedicalStandard	Genomics Operations	FHIR Genomics Operations	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[standards_process_maturity_final|implementation_maturity_production]	[B2AI_TOPIC:13|B2AI_TOPIC:35]	A standardized suite of genomics operations in FHIR designed to support a wide range of clinical scenarios, such as variant discovery; clinical trial matching; hereditary condition and pharmacogenomic screening; and variant reanalysis.	True	False	http://build.fhir.org/ig/HL7/genomics-reporting/operations.html	https://github.com/FHIR/genomics-operations		[B2AI_ORG:40]								doi:10.1093/jamia/ocac246	[B2AI_STANDARD:109]	[B2AI_STANDARD:845|B2AI_STANDARD:846|B2AI_STANDARD:847|B2AI_STANDARD:850]				
B2AI_STANDARD:115	B2AI_STANDARD:BiomedicalStandard	Provenance	FHIR Provenance Resource	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[standards_process_maturity_final|implementation_maturity_production]	[B2AI_TOPIC:5]	\"The FHIR Provenance resource provides comprehensive tracking of information about activities that create, revise, delete, or sign healthcare resources, describing the entities and agents involved in these processes. Based on the W3C Provenance specification, it establishes a critical foundation for assessing authenticity, enabling trust, and allowing reproducibility in healthcare data systems. The resource supports three key components from W3C Provenance: Entity (physical, digital, or conceptual things with fixed aspects), Agent (persons, devices, systems, organizations, or care teams bearing responsibility for activities), and Activity (time-bound processes that act upon entities). Provenance resources serve as record-keeping assertions that capture context information for quality, reliability, and trustworthiness assessments. The standard supports multiple use cases including tracking data lineage in clinical workflows, enabling audit trails for regulatory compliance, supporting clinical decision-making through data origin verification, and facilitating data integration from multiple healthcare systems. It includes digital signature capabilities for integrity verification and non-repudiation, supports versioning and unique identification requirements, and provides mechanisms for recording import and transformation activities in healthcare interoperability scenarios.\"	True	False	https://www.hl7.org/fhir/provenance.html	https://www.hl7.org/fhir/provenance-definitions.html		[B2AI_ORG:40]									[B2AI_STANDARD:109]	[B2AI_STANDARD:845|B2AI_STANDARD:846|B2AI_STANDARD:847|B2AI_STANDARD:850]				
B2AI_STANDARD:116	B2AI_STANDARD:BiomedicalStandard	CodeSystem	FHIR Resource CodeSystem	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	The CodeSystem resource is used to declare the existence of and describe a code system or code system supplement and its key properties, and optionally define a part or all of its content.	True	False	http://hl7.org/fhir/codesystem.html		True	[B2AI_ORG:40]										[B2AI_STANDARD:845|B2AI_STANDARD:846|B2AI_STANDARD:847|B2AI_STANDARD:850]				
B2AI_STANDARD:117	B2AI_STANDARD:BiomedicalStandard	ConceptMap	FHIR Resource ConceptMap	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:4|B2AI_TOPIC:32]	A statement of relationships from one set of concepts to one or more other concepts - either concepts in code systems, or data element/data element concepts, or classes in class models.	True	False	http://hl7.org/fhir/conceptmap.html			[B2AI_ORG:40]										[B2AI_STANDARD:845|B2AI_STANDARD:846|B2AI_STANDARD:847|B2AI_STANDARD:850]				
B2AI_STANDARD:118	B2AI_STANDARD:BiomedicalStandard	NamingSystem	FHIR Resource NamingSystem	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	A curated namespace that issues unique symbols within that namespace for the identification of concepts, people, devices, etc. Represents a System used within the Identifier and Coding data types.	True	False	http://hl7.org/fhir/namingsystem.html			[B2AI_ORG:40]										[B2AI_STANDARD:845|B2AI_STANDARD:846|B2AI_STANDARD:847|B2AI_STANDARD:850]				
B2AI_STANDARD:119	B2AI_STANDARD:BiomedicalStandard	TerminologyCapabilities	FHIR Resource TerminologyCapabilities	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	A TerminologyCapabilities resource documents a set of capabilities (behaviors) of a FHIR Terminology Server that may be used as a statement of actual server functionality or a statement of required or desired server implementation.	True	False	http://hl7.org/fhir/terminologycapabilities.html			[B2AI_ORG:40]										[B2AI_STANDARD:845|B2AI_STANDARD:846|B2AI_STANDARD:847|B2AI_STANDARD:850]				
B2AI_STANDARD:120	B2AI_STANDARD:BiomedicalStandard	ValueSet	FHIR Resource ValueSet	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	A ValueSet resource instance specifies a set of codes drawn from one or more code systems, intended for use in a particular context. Value sets link between CodeSystem definitions and their use in coded elements.	True	False	http://hl7.org/fhir/valueset.html			[B2AI_ORG:40]										[B2AI_STANDARD:845|B2AI_STANDARD:846|B2AI_STANDARD:847|B2AI_STANDARD:850]				
B2AI_STANDARD:121	B2AI_STANDARD:BiomedicalStandard	FCS	Flow Cytometry Standard format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:2]	The flow cytometry data file standard provides the specifications needed to completely describe flow cytometry data sets within the confines of the file containing the experimental data. In 1984, the first Flow Cytometry Standard format for data files was adopted as FCS 1.0. This standard was modified in 1990 as FCS 2.0 and again in 1997 as FCS 3.0. We report here on the next generation Flow Cytometry Standard data file format. FCS 3.1 is a minor revision based on suggested improvements from the community. The unchanged goal of the Standard is to provide a uniform file format that allows files created by one type of acquisition hardware and software to be analyzed by any other type.	True	False	https://en.wikipedia.org/wiki/Flow_Cytometry_Standard											doi:10.1002/cyto.a.20825						
B2AI_STANDARD:122	B2AI_STANDARD:BiomedicalStandard	FORCE11 DC	FORCE11 Data Citation Principles	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[guidelines]	[B2AI_TOPIC:5]	The Data Citation Principles cover the purpose, function and attributes of citations. These principles recognize the dual necessity of creating citation practices that are both human understandable and machine-actionable.	True	False	https://force11.org/info/joint-declaration-of-data-citation-principles-final/			[B2AI_ORG:32]														
B2AI_STANDARD:123	B2AI_STANDARD:BiomedicalStandard	FACT-G	Functional Assessment of Cancer Therapy - General	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[diagnosticinstrument]	[B2AI_TOPIC:9]	The Functional Assessment of Cancer Therapy - General (FACT-G) is a 27-item questionnaire designed to measure four domains of HRQOL in cancer patients - Physical, social, emotional, and functional well-being. Original development and validation involved 854 patients with cancer and 15 oncology specialists. An initial pool of 370 overlapping items for breast, lung, and colorectal cancer was generated by open-ended interviews with patients experienced with the symptoms of cancer and oncology professionals. Using preselected criteria, items were reduced to a 38-item general version. Factor and scaling analyses of these 38 items on 545 patients with mixed cancer diagnoses resulted in the 27-item FACT-General (FACT-G). Coefficients of reliability and validity were uniformly high. The scale's ability to discriminate patients on the basis of stage of disease, performance status rating (PSR), and hospitalization status supports its sensitivity. It has also demonstrated sensitivity to change over time.	True	False	https://www.facit.org/measures/FACT-G			[B2AI_ORG:30]														
B2AI_STANDARD:124	B2AI_STANDARD:BiomedicalStandard	FACIT-Dyspnea	Functional Assessment of Chronic Illness Therapy - Dyspnea	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[diagnosticinstrument]	[B2AI_TOPIC:9]	Functional Assessment of Chronic Illness Therapy - Dyspnea-10 item	True	False	https://www.facit.org/measures/facit-dyspnea			[B2AI_ORG:30]								doi:10.1016/j.jval.2010.06.001						
B2AI_STANDARD:125	B2AI_STANDARD:BiomedicalStandard	FANLTC	Functional Assessment of Non-Life Threatening Conditions	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[diagnosticinstrument]	[B2AI_TOPIC:9]	The Functional Assessment of Non-Life Threatening Conditions (FANLTC) is a 26-item version of the FACT-G designed to be administered to patients with non-life threatening conditions. The item from the FACT-G making reference to anxiety about death has been removed, and the instrument measures four domains of HRQOL - Physical, social/family, emotional and functional well-being.	True	False	https://www.facit.org/measures/FANLTC			[B2AI_ORG:30]														
B2AI_STANDARD:126	B2AI_STANDARD:BiomedicalStandard	Regier2018	Functional equivalence of genome sequencing analysis pipelines enables harmonized variant calling across human genetics projects	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:13|B2AI_TOPIC:35]	Regier2018 defines whole genome sequencing (WGS) data processing standards that enable functional equivalence (FE) across different analysis pipelines used by various research groups. These standards establish best practices for alignment, variant calling, and quality control steps in genomic analysis workflows, allowing different computational implementations to produce concordant results while still permitting innovation in pipeline optimization. The framework addresses key challenges in large-scale genomic studies by defining expected outputs, quality metrics, and validation procedures that ensure harmonized variant calling across projects. This standardization is particularly important for collaborative efforts like the Centers for Common Disease Genomics (CCDG), where multiple centers must produce comparable data that can be combined for downstream analysis. The standards cover reference genome usage, read alignment parameters, variant detection algorithms, and filtering criteria, providing a foundation for reproducible genomics research.	True	False	https://github.com/CCDG/Pipeline-Standardization	https://github.com/CCDG/Pipeline-Standardization										doi:10.1038/s41467-018-06159-4						
B2AI_STANDARD:127	B2AI_STANDARD:BiomedicalStandard	FuGE-ML	Functional Genomics Experiment Markup Language	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[markuplanguage]	[B2AI_TOPIC:13]	Functional genomics experiments present many challenges in data archiving, sharing and querying. As the size and complexity of data generated from such experiments grows, so does the requirement for standard data formats. To address these needs, the Functional Genomics Experiment [Object Model / Markup-Language] (FuGE-OM, FuGE-ML) has been created to facilitate the development of data standards.FuGE is a model of the shared components in different functional genomics domains. FuGE facilitates the development of data standards in functional genomics in two ways. 1. FuGE provides a model of common components in functional genomics investigations, such as materials, data, protocols, equipment and software. These models can be extended to develop modular data formats with consistent structure. 2. FuGE provides a framework for capturing complete laboratory workflows, enabling the integration of pre-existing data formats. In this context, FuGE allows the capture of additional metadata that gives formats a context within the complete workflow. FuGE is available as a UML model and an XML Schema	True	False	https://fuge.sourceforge.net/index.php																	
B2AI_STANDARD:128	B2AI_STANDARD:BiomedicalStandard	FuGEFlow	Functional Genomics Experiment model for flow cytometry	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[datamodel]	[B2AI_TOPIC:13]	FuGEFlow represents a collaborative effort to develop of flow cytometry experimental workflow description based on the FuGE model. The Functional Genomics Experiment data model (FuGE) describes common aspects of comprehensive, high-throughput experiments. FuGE is an extendable model that provides a basis for creation of new technology-specific data formats, such as FuGEFlow for flow cytometry.	True	False	https://doi.org/10.1186/1471-2105-10-184				[{\"id\": \"B2AI_APP:36\", \"category\": \"B2AI:Application\", \"name\": \"Functional Genomics Workflow Modeling and Reproducibility\", \"description\": \"FuGEFlow is used in AI applications for standardizing functional genomics experimental workflows, enabling automated workflow optimization, experimental design prediction, and quality control through machine learning. AI systems leverage FuGEFlow's formal representation of experimental protocols, data transformations, and sample tracking to train models that predict optimal experimental conditions, identify protocol deviations that affect data quality, and automate experimental planning. The standard supports AI-driven meta-analysis across functional genomics studies by ensuring computational reproducibility and enabling models to learn from both successful and failed experiments. Applications include automated protocol generation, prediction of experimental outcomes based on design parameters, and workflow recommendation systems for genomics laboratories.\", \"used_in_bridge2ai\": false}]	[Functional Genomics Workflow Modeling and Reproducibility]	[B2AI_APP:36]		[FuGEFlow is used in AI applications for standardizing functional genomics experimental workflows, enabling automated workflow optimization, experimental design prediction, and quality control through machine learning. AI systems leverage FuGEFlow's formal representation of experimental protocols, data transformations, and sample tracking to train models that predict optimal experimental conditions, identify protocol deviations that affect data quality, and automate experimental planning. The standard supports AI-driven meta-analysis across functional genomics studies by ensuring computational reproducibility and enabling models to learn from both successful and failed experiments. Applications include automated protocol generation, prediction of experimental outcomes based on design parameters, and workflow recommendation systems for genomics laboratories.]	[B2AI:Application]	[False]	doi:10.1186/1471-2105-10-184						
B2AI_STANDARD:129	B2AI_STANDARD:BiomedicalStandard	FAF	Functionality Assessment Flowchart	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[diagnosticinstrument]	[B2AI_TOPIC:9]	The Functionality Assessment Flowchart (FAF) is a structured clinical assessment tool designed to evaluate cancer patients' performance status through a standardized flowchart-based methodology. FAF provides a systematic approach to measuring functional capacity and activities of daily living in oncology patients, yielding performance status scores with high inter-observer agreement. The flowchart format guides clinicians through a series of binary decision points based on patient capabilities (ability to work, walk, self-care, etc.), resulting in consistent and reproducible assessments. FAF addresses limitations of traditional performance status scales by reducing subjectivity and improving reliability across different observers and clinical settings. The standardized scoring enables comparison of patient functional status over time, supports clinical decision-making for treatment planning, facilitates stratification in clinical trials, and provides structured data suitable for integration into electronic health records and outcomes research databases.	True	False	https://doi.org/10.1186/s12885-015-1526-0											doi:10.1186/s12885-015-1526-0						
B2AI_STANDARD:130	B2AI_STANDARD:BiomedicalStandard	GA4GH	GA4GH metadata model	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[deprecated]	[B2AI_TOPIC:13]	The Global Alliance for Genomics and Health (GA4GH) metadata model provides a standardized framework for representing and sharing genomic and clinical data across institutions and international borders, developed by a coalition of public and private stakeholders including research institutions, healthcare organizations, and technology companies. The model defines schemas for core genomic data types including variants, reads, references, annotations, and associated clinical phenotypes, using protocol buffers (protobuf) and JSON for interoperable data exchange. GA4GH schemas cover reference genomes and sequences, variant calls and annotations (compatible with VCF), sequencing reads and alignments (supporting BAM/CRAM), RNA quantification, continuous-valued genomic signals, genomic features and annotations, metadata about biosamples and individuals, phenotypic information using ontologies, and provenance tracking. The framework enables federated data access through APIs including hts-get for streaming genomic data, Beacon for discovery queries across datasets, Data Repository Service (DRS) for accessing data objects, Task Execution Service (TES) for running analysis workflows, and Workflow Execution Service (WES) for managing computational pipelines. GA4GH standards facilitate large-scale collaborative research initiatives, support FAIR principles (Findable, Accessible, Interoperable, Reusable), enable secure data sharing with privacy-preserving technologies, and provide the foundation for international genomics research networks, clinical genomics implementations, and precision medicine programs.	True	False	https://github.com/ga4gh-metadata/metadata-schemas?tab=readme-ov-file	https://github.com/ga4gh-metadata/metadata-schemas		[B2AI_ORG:34]														
B2AI_STANDARD:131	B2AI_STANDARD:BiomedicalStandard	Gating-ML	Gating-ML specification	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[markuplanguage]	[B2AI_TOPIC:5]	The Gating-ML specification represents a proposal on how to form unambiguous XML-based gate definitions that may be used independently as well as included as one of the components of ACS. Such a description of gates can facilitate the interchange and validation of data between different software packages with the potential of significant increase of hardware and software interoperability. The specification supports rectangular gates in n dimensions (i.e., from one-dimensional range gates up to n-dimensional hyper-rectangular regions), polygon gates in two (and more) dimensions, ellipsoid gates in n dimensions, decision tree structures, and Boolean collections of any of the types of gates. Gates can be uniquely identified and may be ordered into a hierarchical structure to describe a gating strategy. Gates may be applied on parameters as in list mode data files (e.g., FCS files) or on transformed parameters as described by any explicit parameter transformation. Therefore, since version 1.5, parameter transformation and compensation description are included as part of the Gating-ML specification.	True	False	http://flowcyt.sourceforge.net/gating/																	
B2AI_STANDARD:132	B2AI_STANDARD:BiomedicalStandard	GB	GenBank Sequence Format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:12|B2AI_TOPIC:26|B2AI_TOPIC:33]	The GenBank format is a comprehensive text-based annotation format for nucleotide and protein sequences maintained by NCBI as part of the GenBank sequence database, one of the three components of the International Nucleotide Sequence Database Collaboration (INSDC) alongside EMBL and DDBJ. Each GenBank record contains a sequence along with extensive structured metadata organized into standardized fields including locus name and length, definition line, accession and version numbers, keywords, source organism with taxonomic classification, literature references with PubMed links, and feature table annotations. The feature table uses a hierarchical key-value structure to annotate biological features such as genes, coding sequences (CDS) with translation, regulatory elements, binding sites, variations, and experimental evidence, with controlled qualifiers and ontology terms. GenBank format supports protein translations, codon usage information, cross-references to other databases (UniProt, PDB, Gene, etc.), and provenance tracking of sequence submissions and updates. The rich annotation structure enables integration of genomic context, functional annotations, phylogenetic information, and experimental validation data in a single standardized record, making GenBank essential for comparative genomics, gene annotation pipelines, sequence analysis tools, and machine learning applications that leverage both sequence content and biological metadata for training predictive models of gene structure, function, and regulation.	True	False	https://en.wikipedia.org/wiki/GenBank																	
B2AI_STANDARD:133	B2AI_STANDARD:BiomedicalStandard	GenePred	Gene Prediction File Format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:12]	The genePred (Gene Prediction) format is a flexible tab-delimited table format developed by UCSC Genome Browser for representing gene structure predictions and annotations, widely used for storing transcript models, gene predictions from ab initio tools, and curated gene annotations. The basic genePred format contains 10 required fields - gene name, chromosome, strand, transcription start/end positions, coding sequence (CDS) start/end positions, exon count, comma-separated exon start positions, and comma-separated exon end positions. Extended versions (genePredExt) add fields for unique identifiers, CDS start/end status (complete/incomplete), exon frame information for each coding exon, and gene symbols or descriptions. The format efficiently represents complex transcript structures including alternative splicing isoforms, UTRs (untranslated regions), introns, and partial gene models. GenePred files support various gene prediction algorithms (GeneMark, Augustus, SNAP), RefSeq annotations, Ensembl gene builds, and GENCODE comprehensive gene sets. UCSC provides utilities including genePredToBed for BED format conversion, genePredToGtf for GTF conversion, and genePredToPsl for PSL format output. The format's compact structure and explicit exon coordinates make it ideal for genome browsers, annotation pipelines, and comparative genomics analyses requiring efficient storage and rapid retrieval of gene structure information across whole genomes.	True	False	https://genome.ucsc.edu/FAQ/FAQformat.html#format9			[B2AI_ORG:119]														
B2AI_STANDARD:134	B2AI_STANDARD:BiomedicalStandard	GPAD	Gene Product Annotation Data format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:12|B2AI_TOPIC:26|B2AI_TOPIC:33]	The Gene Ontology project provides annotations describing attributes of biological entities such as genes and gene products. The Gene Ontology has historically provided annotations via Gene Association Format (GAF), including GAF-1 and GAF-2. Ontologies are distributed separately, using an OWL serialization or OBO format. The use of GAF has some drawbacks. Combined representation of gene/gene product data and annotations leads to redundancy/repetition No way to represent gene/gene product metadata for unannotated genes Requirement to maintain backward compatibility makes it harder to introduce enhancements such as use of an ontology for evidence types GAF formats will continue to be supported, but the need for a way to represent genes/gene products separately from annotations, as well as the need to use the evidence ontology has lead to the creation of the GPAD (Gene Product Annotation Data) and GPI (Gene Product Information) formats, defined here. Whilst GPAD and GPI have been defined for use within the Gene Ontology Consortium for GO annotation, this specification is designed to be reusable for analagous ontology-based annotation - for example, gene phenotype annotation.	True	False	http://geneontology.org/docs/gene-product-association-data-gpad-format/			[B2AI_ORG:36]														
B2AI_STANDARD:135	B2AI_STANDARD:BiomedicalStandard	GTF	Gene Transfer Format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:12]	GTF (Gene Transfer Format, GTF2.2) is an extension to, and backward compatible with, GFF2. The first eight GTF fields are the same as GFF. The feature field is the same as GFF, with the exception that it also includes the following optional values, 5UTR, 3UTR, inter, inter_CNS, and intron_CNS.	True	False	http://genome.ucsc.edu/FAQ/FAQformat.html#format4			[B2AI_ORG:119]														
B2AI_STANDARD:136	B2AI_STANDARD:BiomedicalStandard	GMT	GenePattern GeneSet Table Format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:12]	The GMT (Gene Matrix Transposed) format is a tab-delimited text file format developed by the Broad Institute for representing gene sets used in gene set enrichment analysis (GSEA) and related computational biology applications. Each line in a GMT file represents a single gene set with a simple structure containing the gene set name, description (or URL), and a tab-separated list of gene identifiers (typically gene symbols, Entrez IDs, or other standard identifiers). The format's simplicity and human readability make it ideal for storing and sharing curated gene set collections such as pathway databases (KEGG, Reactome), Gene Ontology term associations, disease gene signatures, transcription factor targets, and experimentally derived co-expression modules. GMT files are widely used by enrichment analysis tools (GSEA, Enrichr, WebGestalt), enable integration of custom gene sets into analysis workflows, support reproducible research through standardized gene set definitions, and facilitate machine learning applications that use gene set membership as features for classification, dimension reduction, and biological interpretation of high-throughput genomic data.	True	False	https://www.genepattern.org/file-formats-guide#GMT																	
B2AI_STANDARD:137	B2AI_STANDARD:BiomedicalStandard	GFF	General Feature Format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:13]	The General Feature Format (GFF) is a tab-delimited text file format developed by the Sequence Ontology Consortium for representing genomic features and annotations. GFF3, the current version, provides a flexible structure for describing genes, transcripts, exons, regulatory elements, and other sequence features with their genomic coordinates, strand orientation, phase information, and hierarchical relationships. Each line represents a single feature with nine standardized fields including sequence ID, source, feature type (from Sequence Ontology terms), start/end positions, score, strand, and attributes. The format supports parent-child relationships through ID and Parent attributes, enabling representation of complex gene structures with multiple transcripts and alternative splicing. GFF3 includes directives for metadata and embedded FASTA sequences. The format is widely used by genome browsers (UCSC, Ensembl, JBrowse), annotation pipelines, and analysis tools for visualizing and processing genomic data. Its human-readable structure and extensive tool support make it a standard choice for genome annotation exchange and long-term data archiving.	True	False	https://github.com/The-Sequence-Ontology/Specifications	https://github.com/The-Sequence-Ontology/Specifications																
B2AI_STANDARD:138	B2AI_STANDARD:BiomedicalStandard	GAF	Genome Annotation File	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:13]	The Gene Ontology Annotation File (GAF) format is a standardized, tab-delimited text file specification developed by the Gene Ontology Consortium for representing gene product annotations using GO terms. GAF 2.1 defines 17 fields per line, capturing essential information such as database identifiers, gene symbols, GO terms, evidence codes, references, taxonomic information, and annotation extensions. Each line encodes a single association between a gene product and a GO term, supported by evidence and references, enabling precise tracking of functional, process, and cellular component annotations. The format supports both required and optional fields, allowing for rich annotation detail and interoperability across databases. GAF is widely used for large-scale functional genomics, comparative biology, and integrative bioinformatics, providing a foundation for computational analysis, data sharing, and automated reasoning about gene function across species.	True	False	http://geneontology.org/docs/go-annotation-file-gaf-format-2.1/			[B2AI_ORG:36]														
B2AI_STANDARD:139	B2AI_STANDARD:BiomedicalStandard	Beacon	Genome Beacons	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:13]	Beacon v2 is a protocol/specification established by the Global Alliance for Genomics and Health initiative (GA4GH) that defines an open standard for federated discovery of genomic (and phenoclinic) data in biomedical research and clinical applications.	True	False	http://docs.genomebeacons.org/	https://github.com/ga4gh-beacon/beacon-v2		[B2AI_ORG:34]								doi:10.1002/humu.24369						
B2AI_STANDARD:140	B2AI_STANDARD:BiomedicalStandard	GVF	Genome Variation Format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:13|B2AI_TOPIC:35]	The Genome Variation Format (GVF) is a very simple file format for describing sequence alteration features at nucleotide resolution relative to a reference genome.	True	False	https://github.com/The-Sequence-Ontology/Specifications/blob/master/gvf.md	https://github.com/The-Sequence-Ontology/Specifications/blob/master/gvf.md																
B2AI_STANDARD:141	B2AI_STANDARD:BiomedicalStandard	GCDML	Genomic Contextual Data Markup Language	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[markuplanguage]	[B2AI_TOPIC:13]	The Genomic Contextual Data Markup Language (GCDML) is an XML Schema developed by the Genomic Standards Consortium (GSC) to implement the Minimum Information about a Genome Sequence (MIGS), Minimum Information about a Metagenome Sequence (MIMS), and Minimum Information about a MARKer gene Sequence (MIMARKS) specifications. This sample-centric, strongly-typed schema provides a comprehensive set of descriptors for documenting the complete provenance of biological samples, from initial collection and environmental context through sequencing and subsequent analysis. GCDML enables standardized reporting of genomic and metagenomic data by defining required metadata fields that capture sampling conditions, laboratory processing methods, sequencing parameters, and analytical workflows. The schema facilitates data exchange between research groups, repositories, and databases, ensuring that essential contextual information needed to interpret sequence data is preserved and communicated effectively.	True	False	https://doi.org/10.1089/omi.2008.0A10			[B2AI_ORG:38]								doi:10.1089/omi.2008.0A10						
B2AI_STANDARD:142	B2AI_STANDARD:BiomedicalStandard	GGBN	Global Genome Biodiversity Network Data Standard	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:13]	In order to facilitate exchange of information on genomic samples and their derived data, the Global Genome Biodiversity Network (GGBN) Data Standard is intended to provide a platform based on a documented agreement to promote the efficient sharing and usage of genomic sample material and associated specimen information in a consistent way.	True	False	https://www.tdwg.org/standards/ggbn/			[B2AI_ORG:93]								doi:10.1093/database/baw125						
B2AI_STANDARD:143	B2AI_STANDARD:BiomedicalStandard	GlycoCT	GlycoCT encoding scheme	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:20]	\"GlycoCT (Glyco Connection Table) format is an advanced, comprehensive encoding scheme specifically designed to describe complex carbohydrate sequences with unprecedented precision and consistency in glycobioinformatics. Developed as version 4 (KIROI) by Stephan Herget and Rene Ranzinger in 2007, this format employs a controlled vocabulary based on IUPAC nomenclature rules to systematically name monosaccharides and utilizes a connection table approach rather than linear encoding, enabling accurate representation of branched and complex glycan structures. GlycoCT incorporates a sophisticated block concept to efficiently handle frequently occurring structural features such as repeating units, which are common in biological carbohydrates. The format exists in two complementary variants: a condensed form optimized for database applications with strict sorting rules ensuring uniqueness for use as primary keys, and a more verbose XML syntax that provides enhanced readability and machine processing capabilities. Released under Creative Commons Attribution 4.0 International License, GlycoCT represents a significant advancement toward achieving a unified and broadly accepted sequence format in glycobioinformatics, encompassing the capabilities of the heterogeneous landscape of existing digital encoding schemata while providing the foundation for developing ontological relationships between glycan structural terms and supporting automated glycan structure analysis.\"	True	False	https://github.com/glycoinfo/GlycoCT	https://github.com/glycoinfo/GlycoCT										doi:10.1016/j.carres.2008.03.011						
